indicator,county_code,county_name,year,window,month,age_group,sex,value,count,suppressed
sleep_med_per_1000,05,Östergötland,2025,,,35-44,T,53.1,3112,False
sleep_med_per_1000,06,Jönköping,2006,,,35-44,M,37.2,862,False
sleep_med_per_1000,06,Jönköping,2007,,,35-44,M,36.5,853,False
sleep_med_per_1000,06,Jönköping,2008,,,35-44,M,34.9,822,False
sleep_med_per_1000,06,Jönköping,2009,,,35-44,M,33.2,777,False
sleep_med_per_1000,06,Jönköping,2010,,,35-44,M,35.1,812,False
sleep_med_per_1000,06,Jönköping,2011,,,35-44,M,35.1,795,False
sleep_med_per_1000,06,Jönköping,2012,,,35-44,M,36.7,814,False
sleep_med_per_1000,06,Jönköping,2013,,,35-44,M,34.8,757,False
sleep_med_per_1000,06,Jönköping,2014,,,35-44,M,38.5,823,False
sleep_med_per_1000,06,Jönköping,2015,,,35-44,M,40.3,861,False
sleep_med_per_1000,06,Jönköping,2016,,,35-44,M,40.1,854,False
sleep_med_per_1000,06,Jönköping,2017,,,35-44,M,40.9,873,False
sleep_med_per_1000,06,Jönköping,2018,,,35-44,M,41.0,878,False
sleep_med_per_1000,06,Jönköping,2019,,,35-44,M,43.7,941,False
sleep_med_per_1000,06,Jönköping,2020,,,35-44,M,47.4,1027,False
sleep_med_per_1000,06,Jönköping,2021,,,35-44,M,44.5,971,False
sleep_med_per_1000,06,Jönköping,2022,,,35-44,M,42.9,954,False
sleep_med_per_1000,06,Jönköping,2023,,,35-44,M,44.3,1009,False
sleep_med_per_1000,06,Jönköping,2024,,,35-44,M,44.3,1027,False
sleep_med_per_1000,06,Jönköping,2025,,,35-44,M,43.0,1015,False
sleep_med_per_1000,06,Jönköping,2006,,,35-44,K,55.1,1200,False
sleep_med_per_1000,06,Jönköping,2007,,,35-44,K,54.8,1208,False
sleep_med_per_1000,06,Jönköping,2008,,,35-44,K,54.1,1198,False
sleep_med_per_1000,06,Jönköping,2009,,,35-44,K,53.7,1193,False
sleep_med_per_1000,06,Jönköping,2010,,,35-44,K,54.9,1208,False
sleep_med_per_1000,06,Jönköping,2011,,,35-44,K,56.6,1225,False
sleep_med_per_1000,06,Jönköping,2012,,,35-44,K,56.6,1206,False
sleep_med_per_1000,06,Jönköping,2013,,,35-44,K,59.3,1240,False
sleep_med_per_1000,06,Jönköping,2014,,,35-44,K,63.7,1311,False
sleep_med_per_1000,06,Jönköping,2015,,,35-44,K,65.5,1343,False
sleep_med_per_1000,06,Jönköping,2016,,,35-44,K,65.0,1333,False
sleep_med_per_1000,06,Jönköping,2017,,,35-44,K,66.1,1340,False
sleep_med_per_1000,06,Jönköping,2018,,,35-44,K,66.8,1355,False
sleep_med_per_1000,06,Jönköping,2019,,,35-44,K,69.0,1404,False
sleep_med_per_1000,06,Jönköping,2020,,,35-44,K,72.9,1487,False
sleep_med_per_1000,06,Jönköping,2021,,,35-44,K,71.1,1462,False
sleep_med_per_1000,06,Jönköping,2022,,,35-44,K,68.3,1427,False
sleep_med_per_1000,06,Jönköping,2023,,,35-44,K,68.1,1451,False
sleep_med_per_1000,06,Jönköping,2024,,,35-44,K,67.9,1474,False
sleep_med_per_1000,06,Jönköping,2025,,,35-44,K,68.6,1523,False
sleep_med_per_1000,06,Jönköping,2006,,,35-44,T,45.9,2062,False
sleep_med_per_1000,06,Jönköping,2007,,,35-44,T,45.3,2061,False
sleep_med_per_1000,06,Jönköping,2008,,,35-44,T,44.2,2020,False
sleep_med_per_1000,06,Jönköping,2009,,,35-44,T,43.2,1970,False
sleep_med_per_1000,06,Jönköping,2010,,,35-44,T,44.8,2020,False
sleep_med_per_1000,06,Jönköping,2011,,,35-44,T,45.6,2020,False
sleep_med_per_1000,06,Jönköping,2012,,,35-44,T,46.5,2020,False
sleep_med_per_1000,06,Jönköping,2013,,,35-44,T,46.8,1997,False
sleep_med_per_1000,06,Jönköping,2014,,,35-44,T,50.9,2134,False
sleep_med_per_1000,06,Jönköping,2015,,,35-44,T,52.6,2204,False
sleep_med_per_1000,06,Jönköping,2016,,,35-44,T,52.3,2187,False
sleep_med_per_1000,06,Jönköping,2017,,,35-44,T,53.2,2213,False
sleep_med_per_1000,06,Jönköping,2018,,,35-44,T,53.5,2233,False
sleep_med_per_1000,06,Jönköping,2019,,,35-44,T,56.0,2345,False
sleep_med_per_1000,06,Jönköping,2020,,,35-44,T,59.8,2514,False
sleep_med_per_1000,06,Jönköping,2021,,,35-44,T,57.4,2433,False
sleep_med_per_1000,06,Jönköping,2022,,,35-44,T,55.2,2381,False
sleep_med_per_1000,06,Jönköping,2023,,,35-44,T,55.8,2460,False
sleep_med_per_1000,06,Jönköping,2024,,,35-44,T,55.7,2501,False
sleep_med_per_1000,06,Jönköping,2025,,,35-44,T,55.4,2538,False
sleep_med_per_1000,07,Kronoberg,2006,,,35-44,M,40.3,485,False
sleep_med_per_1000,07,Kronoberg,2007,,,35-44,M,40.6,494,False
sleep_med_per_1000,07,Kronoberg,2008,,,35-44,M,36.9,454,False
sleep_med_per_1000,07,Kronoberg,2009,,,35-44,M,39.3,484,False
sleep_med_per_1000,07,Kronoberg,2010,,,35-44,M,39.4,482,False
sleep_med_per_1000,07,Kronoberg,2011,,,35-44,M,39.3,476,False
sleep_med_per_1000,07,Kronoberg,2012,,,35-44,M,39.9,477,False
sleep_med_per_1000,07,Kronoberg,2013,,,35-44,M,40.8,482,False
sleep_med_per_1000,07,Kronoberg,2014,,,35-44,M,43.4,508,False
sleep_med_per_1000,07,Kronoberg,2015,,,35-44,M,43.4,514,False
sleep_med_per_1000,07,Kronoberg,2016,,,35-44,M,42.4,510,False
sleep_med_per_1000,07,Kronoberg,2017,,,35-44,M,40.2,488,False
sleep_med_per_1000,07,Kronoberg,2018,,,35-44,M,40.7,499,False
sleep_med_per_1000,07,Kronoberg,2019,,,35-44,M,42.3,525,False
sleep_med_per_1000,07,Kronoberg,2020,,,35-44,M,41.6,515,False
sleep_med_per_1000,07,Kronoberg,2021,,,35-44,M,41.2,512,False
sleep_med_per_1000,07,Kronoberg,2022,,,35-44,M,41.1,516,False
sleep_med_per_1000,07,Kronoberg,2023,,,35-44,M,42.2,542,False
sleep_med_per_1000,07,Kronoberg,2024,,,35-44,M,45.5,587,False
sleep_med_per_1000,07,Kronoberg,2025,,,35-44,M,47.4,614,False
sleep_med_per_1000,07,Kronoberg,2006,,,35-44,K,64.5,734,False
sleep_med_per_1000,07,Kronoberg,2007,,,35-44,K,62.9,726,False
sleep_med_per_1000,07,Kronoberg,2008,,,35-44,K,62.9,727,False
sleep_med_per_1000,07,Kronoberg,2009,,,35-44,K,61.3,711,False
sleep_med_per_1000,07,Kronoberg,2010,,,35-44,K,60.9,703,False
sleep_med_per_1000,07,Kronoberg,2011,,,35-44,K,64.6,739,False
sleep_med_per_1000,07,Kronoberg,2012,,,35-44,K,62.8,708,False
sleep_med_per_1000,07,Kronoberg,2013,,,35-44,K,64.8,723,False
sleep_med_per_1000,07,Kronoberg,2014,,,35-44,K,69.4,763,False
sleep_med_per_1000,07,Kronoberg,2015,,,35-44,K,71.9,792,False
sleep_med_per_1000,07,Kronoberg,2016,,,35-44,K,70.6,790,False
sleep_med_per_1000,07,Kronoberg,2017,,,35-44,K,74.9,838,False
sleep_med_per_1000,07,Kronoberg,2018,,,35-44,K,68.4,780,False
sleep_med_per_1000,07,Kronoberg,2019,,,35-44,K,67.5,772,False
sleep_med_per_1000,07,Kronoberg,2020,,,35-44,K,70.7,814,False
sleep_med_per_1000,07,Kronoberg,2021,,,35-44,K,71.2,825,False
sleep_med_per_1000,07,Kronoberg,2022,,,35-44,K,64.3,758,False
sleep_med_per_1000,07,Kronoberg,2023,,,35-44,K,68.3,821,False
sleep_med_per_1000,07,Kronoberg,2024,,,35-44,K,73.1,887,False
sleep_med_per_1000,07,Kronoberg,2025,,,35-44,K,75.4,924,False
sleep_med_per_1000,07,Kronoberg,2006,,,35-44,T,52.0,1219,False
sleep_med_per_1000,07,Kronoberg,2007,,,35-44,T,51.4,1220,False
sleep_med_per_1000,07,Kronoberg,2008,,,35-44,T,49.5,1181,False
sleep_med_per_1000,07,Kronoberg,2009,,,35-44,T,50.0,1195,False
sleep_med_per_1000,07,Kronoberg,2010,,,35-44,T,49.8,1185,False
sleep_med_per_1000,07,Kronoberg,2011,,,35-44,T,51.6,1215,False
sleep_med_per_1000,07,Kronoberg,2012,,,35-44,T,51.0,1185,False
sleep_med_per_1000,07,Kronoberg,2013,,,35-44,T,52.4,1205,False
sleep_med_per_1000,07,Kronoberg,2014,,,35-44,T,56.0,1271,False
sleep_med_per_1000,07,Kronoberg,2015,,,35-44,T,57.1,1306,False
sleep_med_per_1000,07,Kronoberg,2016,,,35-44,T,56.0,1300,False
sleep_med_per_1000,07,Kronoberg,2017,,,35-44,T,56.8,1326,False
sleep_med_per_1000,07,Kronoberg,2018,,,35-44,T,54.0,1279,False
sleep_med_per_1000,07,Kronoberg,2019,,,35-44,T,54.4,1297,False
sleep_med_per_1000,07,Kronoberg,2020,,,35-44,T,55.6,1329,False
sleep_med_per_1000,07,Kronoberg,2021,,,35-44,T,55.7,1337,False
sleep_med_per_1000,07,Kronoberg,2022,,,35-44,T,52.3,1274,False
sleep_med_per_1000,07,Kronoberg,2023,,,35-44,T,54.8,1363,False
sleep_med_per_1000,07,Kronoberg,2024,,,35-44,T,58.9,1474,False
sleep_med_per_1000,07,Kronoberg,2025,,,35-44,T,61.0,1538,False
sleep_med_per_1000,08,Kalmar,2006,,,35-44,M,37.1,576,False
sleep_med_per_1000,08,Kalmar,2007,,,35-44,M,37.4,577,False
sleep_med_per_1000,08,Kalmar,2008,,,35-44,M,35.2,538,False
sleep_med_per_1000,08,Kalmar,2009,,,35-44,M,35.4,536,False
sleep_med_per_1000,08,Kalmar,2010,,,35-44,M,37.9,564,False
sleep_med_per_1000,08,Kalmar,2011,,,35-44,M,39.2,567,False
sleep_med_per_1000,08,Kalmar,2012,,,35-44,M,40.0,562,False
sleep_med_per_1000,08,Kalmar,2013,,,35-44,M,41.0,562,False
sleep_med_per_1000,08,Kalmar,2014,,,35-44,M,41.7,561,False
sleep_med_per_1000,08,Kalmar,2015,,,35-44,M,41.6,566,False
sleep_med_per_1000,08,Kalmar,2016,,,35-44,M,43.9,596,False
sleep_med_per_1000,08,Kalmar,2017,,,35-44,M,47.3,648,False
sleep_med_per_1000,08,Kalmar,2018,,,35-44,M,45.6,622,False
sleep_med_per_1000,08,Kalmar,2019,,,35-44,M,44.6,603,False
sleep_med_per_1000,08,Kalmar,2020,,,35-44,M,47.5,636,False
sleep_med_per_1000,08,Kalmar,2021,,,35-44,M,49.3,665,False
sleep_med_per_1000,08,Kalmar,2022,,,35-44,M,45.3,621,False
sleep_med_per_1000,08,Kalmar,2023,,,35-44,M,44.8,625,False
sleep_med_per_1000,08,Kalmar,2024,,,35-44,M,44.7,636,False
sleep_med_per_1000,08,Kalmar,2025,,,35-44,M,46.3,668,False
sleep_med_per_1000,08,Kalmar,2006,,,35-44,K,55.4,815,False
sleep_med_per_1000,08,Kalmar,2007,,,35-44,K,54.5,805,False
sleep_med_per_1000,08,Kalmar,2008,,,35-44,K,56.5,833,False
sleep_med_per_1000,08,Kalmar,2009,,,35-44,K,56.3,823,False
sleep_med_per_1000,08,Kalmar,2010,,,35-44,K,58.3,835,False
sleep_med_per_1000,08,Kalmar,2011,,,35-44,K,60.5,849,False
sleep_med_per_1000,08,Kalmar,2012,,,35-44,K,62.9,859,False
sleep_med_per_1000,08,Kalmar,2013,,,35-44,K,62.9,839,False
sleep_med_per_1000,08,Kalmar,2014,,,35-44,K,66.6,869,False
sleep_med_per_1000,08,Kalmar,2015,,,35-44,K,63.1,812,False
sleep_med_per_1000,08,Kalmar,2016,,,35-44,K,69.7,886,False
sleep_med_per_1000,08,Kalmar,2017,,,35-44,K,71.7,914,False
sleep_med_per_1000,08,Kalmar,2018,,,35-44,K,68.0,862,False
sleep_med_per_1000,08,Kalmar,2019,,,35-44,K,68.5,866,False
sleep_med_per_1000,08,Kalmar,2020,,,35-44,K,67.2,856,False
sleep_med_per_1000,08,Kalmar,2021,,,35-44,K,64.2,819,False
sleep_med_per_1000,08,Kalmar,2022,,,35-44,K,65.7,848,False
sleep_med_per_1000,08,Kalmar,2023,,,35-44,K,67.2,888,False
sleep_med_per_1000,08,Kalmar,2024,,,35-44,K,66.2,889,False
sleep_med_per_1000,08,Kalmar,2025,,,35-44,K,68.0,936,False
sleep_med_per_1000,08,Kalmar,2006,,,35-44,T,46.0,1391,False
sleep_med_per_1000,08,Kalmar,2007,,,35-44,T,45.8,1382,False
sleep_med_per_1000,08,Kalmar,2008,,,35-44,T,45.6,1371,False
sleep_med_per_1000,08,Kalmar,2009,,,35-44,T,45.7,1359,False
sleep_med_per_1000,08,Kalmar,2010,,,35-44,T,47.9,1399,False
sleep_med_per_1000,08,Kalmar,2011,,,35-44,T,49.7,1416,False
sleep_med_per_1000,08,Kalmar,2012,,,35-44,T,51.3,1421,False
sleep_med_per_1000,08,Kalmar,2013,,,35-44,T,51.8,1401,False
sleep_med_per_1000,08,Kalmar,2014,,,35-44,T,53.9,1430,False
sleep_med_per_1000,08,Kalmar,2015,,,35-44,T,52.1,1378,False
sleep_med_per_1000,08,Kalmar,2016,,,35-44,T,56.4,1482,False
sleep_med_per_1000,08,Kalmar,2017,,,35-44,T,59.0,1562,False
sleep_med_per_1000,08,Kalmar,2018,,,35-44,T,56.4,1484,False
sleep_med_per_1000,08,Kalmar,2019,,,35-44,T,56.1,1469,False
sleep_med_per_1000,08,Kalmar,2020,,,35-44,T,57.1,1492,False
sleep_med_per_1000,08,Kalmar,2021,,,35-44,T,56.6,1484,False
sleep_med_per_1000,08,Kalmar,2022,,,35-44,T,55.2,1469,False
sleep_med_per_1000,08,Kalmar,2023,,,35-44,T,55.7,1513,False
sleep_med_per_1000,08,Kalmar,2024,,,35-44,T,55.1,1525,False
sleep_med_per_1000,08,Kalmar,2025,,,35-44,T,56.9,1604,False
sleep_med_per_1000,09,Gotland,2006,,,35-44,M,40.0,147,False
sleep_med_per_1000,09,Gotland,2007,,,35-44,M,42.6,158,False
sleep_med_per_1000,09,Gotland,2008,,,35-44,M,40.7,150,False
sleep_med_per_1000,09,Gotland,2009,,,35-44,M,44.0,160,False
sleep_med_per_1000,09,Gotland,2010,,,35-44,M,42.4,152,False
sleep_med_per_1000,09,Gotland,2011,,,35-44,M,38.9,137,False
sleep_med_per_1000,09,Gotland,2012,,,35-44,M,41.5,141,False
sleep_med_per_1000,09,Gotland,2013,,,35-44,M,42.8,142,False
sleep_med_per_1000,09,Gotland,2014,,,35-44,M,47.5,154,False
sleep_med_per_1000,09,Gotland,2015,,,35-44,M,50.8,162,False
sleep_med_per_1000,09,Gotland,2016,,,35-44,M,47.8,154,False
sleep_med_per_1000,09,Gotland,2017,,,35-44,M,50.0,161,False
sleep_med_per_1000,09,Gotland,2018,,,35-44,M,45.4,144,False
sleep_med_per_1000,09,Gotland,2019,,,35-44,M,53.9,172,False
sleep_med_per_1000,09,Gotland,2020,,,35-44,M,59.8,187,False
sleep_med_per_1000,09,Gotland,2021,,,35-44,M,53.1,165,False
sleep_med_per_1000,09,Gotland,2022,,,35-44,M,46.0,146,False
sleep_med_per_1000,09,Gotland,2023,,,35-44,M,42.5,137,False
sleep_med_per_1000,09,Gotland,2024,,,35-44,M,48.7,162,False
sleep_med_per_1000,09,Gotland,2025,,,35-44,M,46.8,159,False
sleep_med_per_1000,09,Gotland,2006,,,35-44,K,57.5,220,False
sleep_med_per_1000,09,Gotland,2007,,,35-44,K,60.4,226,False
sleep_med_per_1000,09,Gotland,2008,,,35-44,K,56.6,212,False
sleep_med_per_1000,09,Gotland,2009,,,35-44,K,59.0,217,False
sleep_med_per_1000,09,Gotland,2010,,,35-44,K,62.9,226,False
sleep_med_per_1000,09,Gotland,2011,,,35-44,K,65.5,231,False
sleep_med_per_1000,09,Gotland,2012,,,35-44,K,65.9,223,False
sleep_med_per_1000,09,Gotland,2013,,,35-44,K,71.5,232,False
sleep_med_per_1000,09,Gotland,2014,,,35-44,K,70.9,226,False
sleep_med_per_1000,09,Gotland,2015,,,35-44,K,76.1,245,False
sleep_med_per_1000,09,Gotland,2016,,,35-44,K,80.2,255,False
sleep_med_per_1000,09,Gotland,2017,,,35-44,K,77.0,245,False
sleep_med_per_1000,09,Gotland,2018,,,35-44,K,80.7,251,False
sleep_med_per_1000,09,Gotland,2019,,,35-44,K,78.7,247,False
sleep_med_per_1000,09,Gotland,2020,,,35-44,K,77.3,240,False
sleep_med_per_1000,09,Gotland,2021,,,35-44,K,71.6,227,False
sleep_med_per_1000,09,Gotland,2022,,,35-44,K,63.2,206,False
sleep_med_per_1000,09,Gotland,2023,,,35-44,K,69.0,230,False
sleep_med_per_1000,09,Gotland,2024,,,35-44,K,59.0,203,False
sleep_med_per_1000,09,Gotland,2025,,,35-44,K,64.4,225,False
sleep_med_per_1000,09,Gotland,2006,,,35-44,T,48.9,367,False
sleep_med_per_1000,09,Gotland,2007,,,35-44,T,51.5,384,False
sleep_med_per_1000,09,Gotland,2008,,,35-44,T,48.7,362,False
sleep_med_per_1000,09,Gotland,2009,,,35-44,T,51.5,377,False
sleep_med_per_1000,09,Gotland,2010,,,35-44,T,52.6,378,False
sleep_med_per_1000,09,Gotland,2011,,,35-44,T,52.2,368,False
sleep_med_per_1000,09,Gotland,2012,,,35-44,T,53.7,364,False
sleep_med_per_1000,09,Gotland,2013,,,35-44,T,57.0,374,False
sleep_med_per_1000,09,Gotland,2014,,,35-44,T,59.1,380,False
sleep_med_per_1000,09,Gotland,2015,,,35-44,T,63.5,407,False
sleep_med_per_1000,09,Gotland,2016,,,35-44,T,63.9,409,False
sleep_med_per_1000,09,Gotland,2017,,,35-44,T,63.4,406,False
sleep_med_per_1000,09,Gotland,2018,,,35-44,T,62.9,395,False
sleep_med_per_1000,09,Gotland,2019,,,35-44,T,66.2,419,False
sleep_med_per_1000,09,Gotland,2020,,,35-44,T,68.5,427,False
sleep_med_per_1000,09,Gotland,2021,,,35-44,T,62.4,392,False
sleep_med_per_1000,09,Gotland,2022,,,35-44,T,54.7,352,False
sleep_med_per_1000,09,Gotland,2023,,,35-44,T,56.0,367,False
sleep_med_per_1000,09,Gotland,2024,,,35-44,T,54.0,365,False
sleep_med_per_1000,09,Gotland,2025,,,35-44,T,55.7,384,False
sleep_med_per_1000,10,Blekinge,2006,,,35-44,M,36.9,387,False
sleep_med_per_1000,10,Blekinge,2007,,,35-44,M,36.4,384,False
sleep_med_per_1000,10,Blekinge,2008,,,35-44,M,38.4,405,False
sleep_med_per_1000,10,Blekinge,2009,,,35-44,M,37.2,392,False
sleep_med_per_1000,10,Blekinge,2010,,,35-44,M,38.4,398,False
sleep_med_per_1000,10,Blekinge,2011,,,35-44,M,37.9,384,False
sleep_med_per_1000,10,Blekinge,2012,,,35-44,M,32.5,321,False
sleep_med_per_1000,10,Blekinge,2013,,,35-44,M,33.9,326,False
sleep_med_per_1000,10,Blekinge,2014,,,35-44,M,34.8,327,False
sleep_med_per_1000,10,Blekinge,2015,,,35-44,M,35.8,335,False
sleep_med_per_1000,10,Blekinge,2016,,,35-44,M,38.6,363,False
sleep_med_per_1000,10,Blekinge,2017,,,35-44,M,37.5,353,False
sleep_med_per_1000,10,Blekinge,2018,,,35-44,M,37.9,355,False
sleep_med_per_1000,10,Blekinge,2019,,,35-44,M,40.4,375,False
sleep_med_per_1000,10,Blekinge,2020,,,35-44,M,42.9,398,False
sleep_med_per_1000,10,Blekinge,2021,,,35-44,M,44.6,412,False
sleep_med_per_1000,10,Blekinge,2022,,,35-44,M,43.1,397,False
sleep_med_per_1000,10,Blekinge,2023,,,35-44,M,43.8,407,False
sleep_med_per_1000,10,Blekinge,2024,,,35-44,M,49.0,456,False
sleep_med_per_1000,10,Blekinge,2025,,,35-44,M,49.8,467,False
sleep_med_per_1000,10,Blekinge,2006,,,35-44,K,59.3,568,False
sleep_med_per_1000,10,Blekinge,2007,,,35-44,K,57.0,556,False
sleep_med_per_1000,10,Blekinge,2008,,,35-44,K,54.9,540,False
sleep_med_per_1000,10,Blekinge,2009,,,35-44,K,56.6,557,False
sleep_med_per_1000,10,Blekinge,2010,,,35-44,K,56.7,548,False
sleep_med_per_1000,10,Blekinge,2011,,,35-44,K,54.4,519,False
sleep_med_per_1000,10,Blekinge,2012,,,35-44,K,52.8,490,False
sleep_med_per_1000,10,Blekinge,2013,,,35-44,K,54.1,494,False
sleep_med_per_1000,10,Blekinge,2014,,,35-44,K,59.0,535,False
sleep_med_per_1000,10,Blekinge,2015,,,35-44,K,61.3,555,False
sleep_med_per_1000,10,Blekinge,2016,,,35-44,K,60.9,550,False
sleep_med_per_1000,10,Blekinge,2017,,,35-44,K,63.5,567,False
sleep_med_per_1000,10,Blekinge,2018,,,35-44,K,60.1,531,False
sleep_med_per_1000,10,Blekinge,2019,,,35-44,K,61.4,537,False
sleep_med_per_1000,10,Blekinge,2020,,,35-44,K,67.0,578,False
sleep_med_per_1000,10,Blekinge,2021,,,35-44,K,63.9,546,False
sleep_med_per_1000,10,Blekinge,2022,,,35-44,K,65.7,565,False
sleep_med_per_1000,10,Blekinge,2023,,,35-44,K,69.5,601,False
sleep_med_per_1000,10,Blekinge,2024,,,35-44,K,71.6,623,False
sleep_med_per_1000,10,Blekinge,2025,,,35-44,K,67.8,590,False
sleep_med_per_1000,10,Blekinge,2006,,,35-44,T,47.6,955,False
sleep_med_per_1000,10,Blekinge,2007,,,35-44,T,46.3,940,False
sleep_med_per_1000,10,Blekinge,2008,,,35-44,T,46.4,945,False
sleep_med_per_1000,10,Blekinge,2009,,,35-44,T,46.6,949,False
sleep_med_per_1000,10,Blekinge,2010,,,35-44,T,47.2,946,False
sleep_med_per_1000,10,Blekinge,2011,,,35-44,T,45.9,903,False
sleep_med_per_1000,10,Blekinge,2012,,,35-44,T,42.3,811,False
sleep_med_per_1000,10,Blekinge,2013,,,35-44,T,43.7,820,False
sleep_med_per_1000,10,Blekinge,2014,,,35-44,T,46.6,862,False
sleep_med_per_1000,10,Blekinge,2015,,,35-44,T,48.3,890,False
sleep_med_per_1000,10,Blekinge,2016,,,35-44,T,49.5,913,False
sleep_med_per_1000,10,Blekinge,2017,,,35-44,T,50.1,920,False
sleep_med_per_1000,10,Blekinge,2018,,,35-44,T,48.7,886,False
sleep_med_per_1000,10,Blekinge,2019,,,35-44,T,50.6,912,False
sleep_med_per_1000,10,Blekinge,2020,,,35-44,T,54.5,976,False
sleep_med_per_1000,10,Blekinge,2021,,,35-44,T,53.8,958,False
sleep_med_per_1000,10,Blekinge,2022,,,35-44,T,54.0,962,False
sleep_med_per_1000,10,Blekinge,2023,,,35-44,T,56.2,1008,False
sleep_med_per_1000,10,Blekinge,2024,,,35-44,T,59.9,1079,False
sleep_med_per_1000,10,Blekinge,2025,,,35-44,T,58.5,1057,False
sleep_med_per_1000,12,Skåne,2006,,,35-44,M,37.2,3064,False
sleep_med_per_1000,12,Skåne,2007,,,35-44,M,36.8,3094,False
sleep_med_per_1000,12,Skåne,2008,,,35-44,M,36.2,3091,False
sleep_med_per_1000,12,Skåne,2009,,,35-44,M,36.9,3175,False
sleep_med_per_1000,12,Skåne,2010,,,35-44,M,36.6,3173,False
sleep_med_per_1000,12,Skåne,2011,,,35-44,M,38.1,3291,False
sleep_med_per_1000,12,Skåne,2012,,,35-44,M,38.1,3277,False
sleep_med_per_1000,12,Skåne,2013,,,35-44,M,39.4,3359,False
sleep_med_per_1000,12,Skåne,2014,,,35-44,M,41.9,3567,False
sleep_med_per_1000,12,Skåne,2015,,,35-44,M,41.8,3602,False
sleep_med_per_1000,12,Skåne,2016,,,35-44,M,43.4,3758,False
sleep_med_per_1000,12,Skåne,2017,,,35-44,M,43.9,3837,False
sleep_med_per_1000,12,Skåne,2018,,,35-44,M,44.1,3893,False
sleep_med_per_1000,12,Skåne,2019,,,35-44,M,43.1,3840,False
sleep_med_per_1000,12,Skåne,2020,,,35-44,M,44.4,3986,False
sleep_med_per_1000,12,Skåne,2021,,,35-44,M,44.0,3983,False
sleep_med_per_1000,12,Skåne,2022,,,35-44,M,41.8,3834,False
sleep_med_per_1000,12,Skåne,2023,,,35-44,M,42.6,3992,False
sleep_med_per_1000,12,Skåne,2024,,,35-44,M,42.5,4047,False
sleep_med_per_1000,12,Skåne,2025,,,35-44,M,43.6,4205,False
sleep_med_per_1000,12,Skåne,2006,,,35-44,K,58.5,4704,False
sleep_med_per_1000,12,Skåne,2007,,,35-44,K,57.9,4719,False
sleep_med_per_1000,12,Skåne,2008,,,35-44,K,57.6,4760,False
sleep_med_per_1000,12,Skåne,2009,,,35-44,K,56.5,4705,False
sleep_med_per_1000,12,Skåne,2010,,,35-44,K,59.1,4936,False
sleep_med_per_1000,12,Skåne,2011,,,35-44,K,58.4,4876,False
sleep_med_per_1000,12,Skåne,2012,,,35-44,K,61.8,5118,False
sleep_med_per_1000,12,Skåne,2013,,,35-44,K,62.7,5184,False
sleep_med_per_1000,12,Skåne,2014,,,35-44,K,67.2,5547,False
sleep_med_per_1000,12,Skåne,2015,,,35-44,K,68.1,5668,False
sleep_med_per_1000,12,Skåne,2016,,,35-44,K,68.9,5771,False
sleep_med_per_1000,12,Skåne,2017,,,35-44,K,71.5,6041,False
sleep_med_per_1000,12,Skåne,2018,,,35-44,K,70.4,6014,False
sleep_med_per_1000,12,Skåne,2019,,,35-44,K,69.8,6031,False
sleep_med_per_1000,12,Skåne,2020,,,35-44,K,70.9,6178,False
sleep_med_per_1000,12,Skåne,2021,,,35-44,K,68.6,6035,False
sleep_med_per_1000,12,Skåne,2022,,,35-44,K,64.7,5796,False
sleep_med_per_1000,12,Skåne,2023,,,35-44,K,65.8,6004,False
sleep_med_per_1000,12,Skåne,2024,,,35-44,K,66.8,6217,False
sleep_med_per_1000,12,Skåne,2025,,,35-44,K,67.6,6410,False
sleep_med_per_1000,12,Skåne,2006,,,35-44,T,47.7,7768,False
sleep_med_per_1000,12,Skåne,2007,,,35-44,T,47.2,7813,False
sleep_med_per_1000,12,Skåne,2008,,,35-44,T,46.7,7851,False
sleep_med_per_1000,12,Skåne,2009,,,35-44,T,46.5,7880,False
sleep_med_per_1000,12,Skåne,2010,,,35-44,T,47.7,8109,False
sleep_med_per_1000,12,Skåne,2011,,,35-44,T,48.1,8167,False
sleep_med_per_1000,12,Skåne,2012,,,35-44,T,49.7,8395,False
sleep_med_per_1000,12,Skåne,2013,,,35-44,T,50.9,8543,False
sleep_med_per_1000,12,Skåne,2014,,,35-44,T,54.3,9114,False
sleep_med_per_1000,12,Skåne,2015,,,35-44,T,54.7,9270,False
sleep_med_per_1000,12,Skåne,2016,,,35-44,T,55.9,9529,False
sleep_med_per_1000,12,Skåne,2017,,,35-44,T,57.4,9878,False
sleep_med_per_1000,12,Skåne,2018,,,35-44,T,57.0,9907,False
sleep_med_per_1000,12,Skåne,2019,,,35-44,T,56.3,9871,False
sleep_med_per_1000,12,Skåne,2020,,,35-44,T,57.4,10164,False
sleep_med_per_1000,12,Skåne,2021,,,35-44,T,56.1,10018,False
sleep_med_per_1000,12,Skåne,2022,,,35-44,T,53.1,9630,False
sleep_med_per_1000,12,Skåne,2023,,,35-44,T,54.0,9996,False
sleep_med_per_1000,12,Skåne,2024,,,35-44,T,54.5,10264,False
sleep_med_per_1000,12,Skåne,2025,,,35-44,T,55.5,10615,False
sleep_med_per_1000,13,Halland,2006,,,35-44,M,38.1,765,False
sleep_med_per_1000,13,Halland,2007,,,35-44,M,37.3,759,False
sleep_med_per_1000,13,Halland,2008,,,35-44,M,36.2,747,False
sleep_med_per_1000,13,Halland,2009,,,35-44,M,35.1,721,False
