hsaId,name,ownership,isFamiljecentral,address,phone,lat,lon,lanCode,kommunCode,kommungrupp,unitCode,spark_startYear,spark_endYear,spark_weightedDemand,spark_rj,spark_children05,url_1177,coord_source,spark_verify_1177,fetched_at
SE2321000040-5061,Skänninge vårdcentral,Region,False,"Mjölbygatan 30, Skänninge",010-105 98 10,58.3884495,15.0879838,05,0586,,05_SE2321000040-5061,,,1180,0.000847,330,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Skanninge/,,live_2026-07-21,2026-08-26
,Skåre vårdcentral,Privat,False,,,59.4364369,13.4392642,17,1780,,17_X0785,,,3435,0.000291,456,,,,2026-08-26
SE2321000180-4H28,Smedjebacken vårdcentral,Region,False,"Bergslagsvägen 19, Smedjebacken",0240-49 58 00,60.1452941,15.4108533,20,2061,,20_SE2321000180-4H28,,,1166,0.000857,134,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Smedjebacken/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000057-9V0F,Smålandsstenars health center,Region,True,"Familjecentralen, Torggatan 6, Smålandsstenar",010-243 49 80,57.1636072,13.4108402,06,0662,,06_SE2321000057-9V0F,,,349,0.002859,571,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovarden-Smalandsstenar/,,live_2026-07-21,2026-08-26
SE2321000016-15CR,Sollentuna BVC,Region,False,"Mässvägen 7B, Sollentuna",08-123 360 88,59.4255256,17.948986,01,0163,,01_SE2321000016-15CR,,,8406,0.000119,1471,https://www.1177.se/hitta-vard/kontaktkort/Sollentuna-BVC/,,live_2026-07-21,2026-08-26
SE2321000222-0269431,Sorsele sjukstuga hälsocentral,Region,False,"Burevägen 13, 924 31 Sorsele",090-785 91 71,65.5373381,17.5410409,24,2422,,24_SE2321000222-0269431,,,434,0.002302,89,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovard-Sorsele-halsocentral/,,live_2026-07-21,2026-08-26
SE2321000131-F000000000963,Sotenäs vårdcentral,Region,False,"Skolgatan 19, 456 61, Hunnebostrand",0523-199 70,58.4390387,11.301381,14,1427,,14_SE2321000131-F000000000963,,,697,0.001433,28,https://www.1177.se/hitta-vard/kontaktkort/BVC-Sotenas-Vardcentral-i-Hunnebostrand-Hunnebostrand/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Stadsvikens vårdcentral,Region,False,,,65.5914563,22.1530564,25,2580,,25_X0791,,,3705,0.00027,89,,,,2026-08-26
,Stenbergska hälsocentralen,Region,False,,,64.5997112,18.6732609,24,2481,,24_X0792,,,894,0.001118,80,,,,2026-08-26
,Storsjö Kapells distriktssköterskemottagning,Unknown,False,,,62.8023112,13.0530613,23,2326,,23_X0793,,,19,0.051717,4,,,,2026-08-26
SE2321000222-0269442,Storumans sjukstuga,Unknown,False,"Backvägen 2, 923 32 Storuman",090-785 44 73,65.0967071,17.1218042,24,2421,,24_SE2321000222-0269442,,,597,0.001672,212,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovard-Storuman-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000198-021143,Storvik Din Hälsocentral,Region,True,,,60.586781,16.5332244,21,2181,,21_SE2321000198-021143,,,462,0.002162,436,,,no_live_card_2026-07-21,2026-08-26
SE2321000164-014TJ,Storå vårdcentral,Region,False,"Storå, Kopparbergsvägen 17",0581-848 50,59.7141537,15.1277107,18,1885,,18_SE2321000164-014TJ,,,345,0.002898,197,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Idun-vardcentral-Stora/,,live_2026-07-21,2026-08-26
SE2321000198-054420,Strömsbro Din hälsocentral,Region,False,"Gamla Bönavägen 19, 806 46 Gävle",026-15 77 50,60.7061988,17.1627149,21,2180,,21_SE2321000198-054420,,,3553,0.000281,946,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Stromsbro-Din-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000065-7330028996133,Strömsnäsbruk Vårdcentral,Region,True,"Wennerbergsgatan 16 K, Strömsnäsbruk",0433-56 48 13,56.5438006,13.7374432,07,0767,,07_SE2321000065-7330028996133,,,922,0.001085,248,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Stromsnasbruk-Stromsnasbruk-Markaryds-Kommun/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Strömsunds hälsocentral,Region,False,,,63.8588959,15.5645995,23,2313,,23_X0799,,,1165,0.000858,322,,,,2026-08-26
,Stuguns hälsocentral,Region,False,,,63.1676612,15.5938033,23,2303,,23_X0800,,,313,0.003191,113,,,,2026-08-26
SE2321000016-4ZC3,Stureby Barnavårdscentral,Privat,False,"Tussmötevägen 181, ENSKEDE",,59.2781514,18.0661201,01,0180,,01_SE2321000016-4ZC3,,,15825,6.3e-05,2154,https://www.1177.se/hitta-vard/kontaktkort/Stureby-Barnavardscentral/,,live_2026-07-21,2026-08-26
,Sundsvalls vårdcentral,Privat,False,,,62.378959,17.347444,22,2281,,22_X0802,,,3194,0.000313,426,,,,2026-08-26
SE162321000156-3TGQ,Sunne Mödra-& barnhälsovård,Privat,True,"Familjecentralen, Åmbergsvägen 12, Sunne",010-834 75 77,59.843717,13.1407342,17,1766,,17_SE162321000156-3TGQ,,,629,0.00159,575,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Sunne/,,live_2026-07-21,2026-08-26
SE2321000172-2CQH,"Surahammars Barnavårdscentral, Surahammar",Privat,False,"Köpmangatan 25, Surahammar",0220-397 00,59.7072137,16.2216571,19,1907,,19_SE2321000172-2CQH,,,1345,0.000743,477,https://www.1177.se/hitta-vard/kontaktkort/Surahammars-Barnavardscentral/,,live_2026-07-21,2026-08-26
SE2321000016-4GH9,Surbrunns bvc,Region,False,"Surbrunnsgatan 66, Stockholm",08-123 396 14,59.3436961,18.050511,01,0180,,01_SE2321000016-4GH9,,,16436,6.1e-05,0,https://www.1177.se/hitta-vard/kontaktkort/Surbrunns-BVC/,,live_2026-07-21,2026-08-26
SE162321000255-O17817,Svea Clinic,Privat,False,"Toftavägen 25, Svedala",040-618 80 00,55.5183159,13.2307282,12,1263,,12_SE162321000255-O17817,,,4572,0.000219,350,https://www.1177.se/hitta-vard/kontaktkort/Sveakliniken-BVC-Svedala/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Svegs hälsocentral,Region,False,,,62.0395646,14.3533515,23,2361,,23_X0807,,,667,0.001498,208,,,,2026-08-26
,Svenstaviks hälsocentral,Region,False,,,62.7640617,14.4317898,23,2326,,23_X0808,,,587,0.001702,205,,,,2026-08-26
SE2321000180-4H25,Särna vårdcentral,Region,False,"Sjukstugevägen 16 A, Särna",0253-49 87 00,61.6915145,13.1262306,20,2039,,20_SE2321000180-4H25,,,69,0.014447,67,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Sarna/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000180-472M,Säters vårdcentral,Region,False,"Jönshyttevägen 1, Säter",0225-49 45 00,60.3423187,15.7183512,20,2082,,20_SE2321000180-472M,,,491,0.002037,450,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Sater/,,live_2026-07-21,2026-08-26
,Söderhamnsfjärdens Health center,Privat,False,,,61.3077316,17.0693817,21,2182,,21_X0811,,,1145,0.000873,452,,,,2026-08-26
,Sölvesborgs vårdcentral,Region,False,,,56.0558151,14.5836183,10,1083,,10_X0812,,,1537,0.00065,834,,,,2026-08-26
SE2321000016-2WXV,Tallhöjdens barnavårdscentral,Privat,False,"Tallhöjdsvägen 3, Södertälje",08-123 394 66,59.20624,17.6289663,01,0181,,01_SE2321000016-2WXV,,,2401,0.000416,2212,https://www.1177.se/hitta-vard/kontaktkort/Tallhojdens-BVC/,,live_2026-07-21,2026-08-26
SE2321000040-56WW,Tannefors vårdcentral,Region,False,"Nya Tanneforsvägen 43 C, Linköping",010-105 96 64,58.4070068,15.6416051,05,0580,,05_SE2321000040-56WW,,,4869,0.000205,461,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Tannefors/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000172-2CQ8,Tegnér Barnavårdscentral,Privat,False,"Plan 1, Forskargränd 2, Västerås",,59.6193264,16.5573151,19,1980,,19_SE2321000172-2CQ8,,,7982,0.000125,1443,https://www.1177.se/hitta-vard/kontaktkort/Tegner-Barnavardscentral-Vasteras/,,live_2026-07-21,2026-08-26
,Tegs Familjecentral,Region,True,,,63.8204642,20.2538651,24,2480,,24_X0816,,,3926,0.000255,1158,,,,2026-08-26
SE2321000016-7CQW,Telefonplans BVC,Privat,False,"Tellusgången 25, HÄGERSTEN",08-580 000 10,59.2987386,17.990846,01,0180,,01_SE2321000016-7CQW,,,16409,6.1e-05,1925,https://www.1177.se/hitta-vard/kontaktkort/Telefonplans-BVC/,,live_2026-07-21,2026-08-26
SE2321000040-504X,The health center Vadstena,Region,False,"Jungfruvägen 5, Vadstena",010-105 98 30,58.4530492,14.9004053,05,0584,,05_SE2321000040-504X,,,1147,0.000872,355,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Vadstena/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Torvalla barnavårdcentral,Privat,False,,,63.1576817,14.7437075,23,2380,,23_X0819,,,2666,0.000375,498,,,,2026-08-26
SE2321000016-14L7,Trollbäckens barnavårdscentral,Privat,False,"Kumla allé 3, Tyresö",08-123 479 23,59.222426,18.201344,01,0138,,01_SE2321000016-14L7,,,8359,0.00012,1770,https://www.1177.se/hitta-vard/kontaktkort/Trollbackens-BVC-Trollbackens-vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000081-a274,Trossö health center,Region,False,"Fortifikationsgatan 9, Karlskrona",0455-73 57 55,56.160581,15.5896368,10,1080,,10_SE2321000081-a274,,,2649,0.000377,89,https://www.1177.se/hitta-vard/kontaktkort/Trosso-vardcentral-Karlskrona/,,live_2026-07-21,2026-08-26
SE2321000040-7KQ4,Trädgårdstorgets vårdcentral,Privat,False,"S:t Larsgatan 19, Linköping",013-495 28 94,58.4127306,15.6240695,05,0580,,05_SE2321000040-7KQ4,,,4591,0.000218,257,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Tradgardstorgets-vardcentral-Praktikertjanst/,,live_2026-07-21,2026-08-26
,"Tudorkliniken Barnavårdscentral Gullbrandstorp, Gullbrandstorp",Privat,False,,,56.7033897,12.7325439,13,1380,,13_X0823,,,3770,0.000265,535,,,,2026-08-26
,"Tudorkliniken Barnavårdscentral Halmstad, Halmstad",Privat,False,,,56.6745989,12.8624546,13,1380,,13_X0824,,,6924,0.000144,329,,,,2026-08-26
,"Tudorkliniken Barnavårdscentral Oskarström, Oskarström",Region,False,,,56.8026791,12.971657,13,1380,,13_X0825,,,1971,0.000507,466,,,,2026-08-26
,"Tudorkliniken Barnavårdscentral Skummeslövsstrand, Skummeslövsstrand",Privat,False,,,56.4607159,12.9222225,13,1381,,13_X0826,,,2576,0.000388,62,,,,2026-08-26
SE2321000016-14MB,Tullinge Barnavårdscentral,Privat,True,"Kvällsvägen 1, Tullinge",08-123 424 70,59.2054921,17.9058981,01,0127,,01_SE2321000016-14MB,,,4636,0.000216,1323,https://www.1177.se/hitta-vard/kontaktkort/Tullinge-BVC-Tullinge-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000016-14FZ,Tumba Barnavårdscentral,Region,False,"Samaritvägen 4, Tumba",08-123 427 70,59.2047804,17.8384955,01,0127,,01_SE2321000016-14FZ,,,3540,0.000282,448,https://www.1177.se/hitta-vard/kontaktkort/Tumba-BVC-Tumba-vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Tvings Hälsocentral,Region,False,,,56.3112731,15.4639113,10,1080,,10_X0829,,,643,0.001553,112,,,,2026-08-26
SE2321000172-2B6R,Ullvi-Tuna Barnavårdscentral,Region,False,"Glasgatan 27, Köping",0221-264 61,59.5091061,16.0026776,19,1983,,19_SE2321000172-2B6R,,,2492,0.000401,15,https://www.1177.se/hitta-vard/kontaktkort/Ullvi-Tuna-Barnavardscentral-Koping/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-12ZP,Upplands Väsby BVC,Privat,False,"Dragonvägen 92, UPPLANDS VÄSBY",08-400 602 60,59.5194097,17.9099505,01,0114,,01_SE2321000016-12ZP,,,1575,0.000635,3138,https://www.1177.se/hitta-vard/kontaktkort/Upplands-Vasby-BVC/,,live_2026-07-21,2026-08-26
,Ursvikens Familjecentral,Region,True,,,64.6997524,21.1880267,24,2482,,24_X0833,,,1714,0.000583,561,,,,2026-08-26
SE2321000198-054426,Valbo Hälsocentral,Region,False,"Bäckvägen 5, 818 31 Valbo",026-15 77 80,60.6440355,17.0074795,21,2180,,21_SE2321000198-054426,,,3346,0.000299,728,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Valbo-Din-halsocentral/,,live_2026-07-21,2026-08-26
SE8362008628-a3219,"Valjehälsan, Sölvesborg",Privat,False,Herrgårdsvägen 97,0456-329 60,56.0488327,14.5551175,10,1083,,10_SE8362008628-a3219,,,841,0.001188,50,https://www.1177.se/hitta-vard/kontaktkort/Valjehalsan-Solvesborg/,,live_2026-07-21,2026-08-26
SE2321000016-151V,Vallentuna BVC,Region,False,"Åby gata 6, Vallentuna",08-123 493 70,59.5354811,18.0829652,01,0115,,01_SE2321000016-151V,,,1054,0.000948,1412,https://www.1177.se/hitta-vard/kontaktkort/Vallentuna-BVC/,,live_2026-07-21,2026-08-26
SE2321000016-12XB,Valsta vårdcentral,Privat,False,"Hammargatan 23, Märsta",08-123 452 35,59.6158668,17.8284553,01,0191,,01_SE2321000016-12XB,,,2611,0.000383,1523,https://www.1177.se/hitta-vard/kontaktkort/Valsta-BVC/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000156-4B0C,Verkstadens vårdcentral,Privat,False,"Fabriksgatan 5, Arvika",010-831 26 44,59.6541756,12.6013499,17,1784,,17_SE162321000156-4B0C,,,811,0.001233,1061,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Verkstaden-Arvika/,,live_2026-07-21,2026-08-26
SE2321000172-2BRK,Viksäng Barnavårdscentral,Region,False,"Kaserngatan 12, Västerås",021-17 47 98,59.6088856,16.5754872,19,1980,,19_SE2321000172-2BRK,,,6936,0.000144,946,https://www.1177.se/hitta-vard/kontaktkort/Viksang-Barnavardscentral-Vasteras/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17613,Vilans vårdcentral,Privat,False,"Genvägen 42, Kristianstad",044-309 02 40,56.0191814,14.1408072,12,1290,,12_SE162321000255-O17613,,,3236,0.000309,295,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vilan/,,live_2026-07-21,2026-08-26
SE2321000222-0269450,Vindelns hälsocentral,Region,False,"Storvägen 56, 922 31 Vindeln",090-785 44 42,64.2011556,19.7142,24,2404,,24_SE2321000222-0269450,,,387,0.00258,398,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovard-Vindelns-halsocentral/,,live_2026-07-21,2026-08-26
SE2321000065-7330028168271,Växjöhälsan,Privat,False,Hjortvägen 1 352 45 Växjö,0470-73 81 80,56.9066078,14.8192131,07,0780,,07_SE2321000065-7330028168271,,,4431,0.000226,719,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vaxjohalsan-Vaxjo-Vaxjo/,,live_2026-07-21,2026-08-26
SE2321000032-4HFT,Vår Vårdcentral Katrineholm HB,Privat,False,Drottningatan 4,0150-725 15,58.9952856,16.2042217,04,0483,,04_SE2321000032-4HFT,,,1473,0.000678,715,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Var-Vardcentral-Katrineholm-Katrineholm/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000180-4H3L,Vårdcentral Avonova Läkarhuset Borlänge,Privat,False,"Gyllehemsvägen 10, Borlänge",0243-22 80 08,60.472703,15.4553117,20,2081,,20_SE2321000180-4H3L,,,2371,0.000422,2152,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Lakarhuset/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000180-4LRX,Vårdcentral Engelbrekt Ludvika AB,Privat,False,"Engelbrektsgatan 20, Ludvika",0240-69 51 10,60.148197,15.1877784,20,2085,,20_SE2321000180-4LRX,,,1336,0.000748,1106,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Engelbrekt/,,live_2026-07-21,2026-08-26
,Vårdcentral Kvarnporten,Region,False,,,60.5983351,15.6446922,20,2080,,20_X0846,,,2028,0.000493,187,,,,2026-08-26
SE162321000156-3R0H,Vårdcentral Molkom,Region,False,"Skolgatan 3 A, Molkom",010-834 19 06,59.5996098,13.721916,17,1780,,17_SE162321000156-3R0H,,,307,0.003249,209,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Molkom/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Vårdcentral Skärblacka,Region,False,,,58.5806756,15.9140034,05,0581,,05_X0848,,,1198,0.000834,257,,,,2026-08-26
SE2321000180-4H1M,Vårdcentral Sunnansjö,Region,False,"Sjukstugevägen 3, Sunnansjö",0240-49 57 59,60.2159721,14.9546704,20,2085,,20_SE2321000180-4H1M,,,252,0.003957,273,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Sunnansjo/,,live_2026-07-21,2026-08-26
,Vårdcentral Uddevalla,Region,False,,,58.3506177,11.8446012,14,1485,,14_X0850,,,2489,0.000402,0,,,,2026-08-26
SE162321000024-0023754,Vårdcentral Uppsala,Region,False,"Gränby Bilgata 2, Uppsala",018-611 75 40,59.8699737,17.6569643,03,0380,,03_SE162321000024-0023754,,,8122,0.000123,1072,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscental-Liljeforstorgs-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000180-4H2G,Vårdcentral Vansbro,Region,False,"Moravägen 27, Vansbro",0281-49 81 00,60.5161803,14.2327766,20,2021,,20_SE2321000180-4H2G,,,369,0.00271,319,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Vansbro/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000040-504F,Vårdcentralen Borensberg,Region,False,"Hamnvägen 3 B, Borensberg",010-104 83 07,58.5620712,15.2775272,05,0583,,05_SE2321000040-504F,,,601,0.001663,441,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Borensberg/,,live_2026-07-21,2026-08-26
SE2321000040-503X,Vårdcentralen Brinken,Region,False,"Sveavägen 32, Motala",010-104 74 60,58.5291994,15.0514513,05,0583,,05_SE2321000040-503X,,,1680,0.000595,633,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Brinken/,,live_2026-07-21,2026-08-26
SE2321000131-F000000000791,Vårdcentralen Centrum Praktikertjänst Skövde,Privat,False,"Stationsgatan 10, 541 41, Skövde",0500-38 16 90,58.3889871,13.8504721,14,1496,,14_SE2321000131-F000000000791,,,3722,0.000269,646,https://www.1177.se/hitta-vard/kontaktkort/BVC-Vardcentralen-Centrum-Skovde-Skovde/,,live_2026-07-21,2026-08-26
SE2321000206-E00438,Vårdcentralen Fränsta,Region,False,"Mårtensvägen 2, 841 71 Fränsta",,62.5007473,16.1667341,22,2260,,22_SE2321000206-E00438,,,467,0.002141,360,https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Fransta/,,live_2026-07-21,2026-08-26
SE162321000156-4M25,Vårdcentralen Hagfors,Region,True,"Familjecentralen, Sjukhusvägen 22, Hagfors",010-834 76 22,60.0330411,13.7102646,17,1783,,17_SE162321000156-4M25,,,287,0.003476,460,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Hagfors-Eksharad/,,live_2026-07-21,2026-08-26
SE2321000040-56K2,Vårdcentralen Kolmården,Region,False,"Munkvägen 13, Kolmården",010-104 47 17,58.668938,16.3626171,05,0581,,05_SE2321000040-56K2,,,768,0.001301,439,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Kolmarden/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000040-503D,Vårdcentralen Lyckorna,Region,False,"Lasarettsgatan 37, Motala",010-104 74 00,58.5440789,15.0291843,05,0583,,05_SE2321000040-503D,,,1703,0.000587,1024,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Lyckorna/,,live_2026-07-21,2026-08-26
,"Vårdcentralen Läkarhuset Ljungby, Ljungby",Privat,False,,,56.8337847,13.9328751,07,0781,,07_X0861,,,2477,0.000404,361,,,,2026-08-26
,"Vårdcentralen Läkarhuset, Centrum",Privat,False,,,57.6998607,11.9786135,14,1480,,14_X0862,,,19751,5.1e-05,246,,,,2026-08-26
,Vårdcentralen Sanden,Region,False,,,65.8210646,21.6932321,25,2582,,25_X0863,,,882,0.001133,930,,,,2026-08-26
SE162321000156-4B6K,Vårdcentralen Torsby,Region,True,"Familjecentralen, Lasarettsvägen 8, Torsby",010-834 73 14,60.1374293,13.0006223,17,1737,,17_SE162321000156-4B6K,,,785,0.001273,516,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Torsby/,,identity_mismatch_2026-07-21,2026-08-26
SE2321000016-5K44,Vårdcentralen Visby Norr,Region,False,Brömsebroväg 8,0498-26 87 70,57.640053,18.308793,09,0980,,09_SE2321000016-5K44,,,791,0.001263,2082,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/BVC-Visby-Gotland/,,identity_mismatch_2026-07-21,2026-08-26
SE165560772419-10DZ,Vårdcentralen Åttkanten,Privat,False,"Södra Kyrkogatan 11, 652 24 Karlstad",010-831 48 15,59.3802295,13.506063,17,1780,,17_SE165560772419-10DZ,,,5244,0.000191,347,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Attkanten/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Wämö Health center,Region,False,,,56.1819867,15.6015941,10,1080,,10_X0867,,,3276,0.000305,252,,,,2026-08-26
,Ystad vårdcentral,Region,False,,,55.4352186,13.818464,12,1286,,12_X0868,,,2753,0.000363,799,,,,2026-08-26
SE2321000180-473Z,mödravård,Region,True,"Hantverkaregatan 14, Mora",0250-49 37 60,61.0055941,14.5342111,20,2062,,20_SE2321000180-473Z,,,429,0.002329,885,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Mora/,,live_2026-07-21,2026-08-26
SE2321000230-E00371,Älvsbyns Hälsocentral,Region,False,"Fluxenvägen 16, 942 33, Älvsbyn",0929-165 44,65.669158,21.0137004,25,2560,,25_SE2321000230-E00371,,,444,0.002247,462,https://www.1177.se/hitta-vard/kontaktkort/Alvsbyns-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-14LD,Älvsjö Bvc,Region,True,"Solberga hagväg 5, Älvsjö",08-123 361 80,59.2796264,18.0088011,01,0180,,01_SE2321000016-14LD,,,16002,6.2e-05,1372,https://www.1177.se/hitta-vard/kontaktkort/Alvsjo-BVC-Alvsjo-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10GT,Ängens vårdcentral,Region,False,"Landbotorpsallén 19, Örebro",019-602 04 00,59.256963,15.2045572,18,1880,,18_SE2321000164-10GT,,,5917,0.000169,860,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Angens-vardcentral/,,live_2026-07-21,2026-08-26
,Ålidhem family center,Region,False,,,63.8113908,20.3141901,24,2480,,24_X0873,,,4075,0.000245,405,,,,2026-08-26
SE2321000214-E023619,Åre hälsocentral,Region,False,"Kurortsvägen 20, 837 51 Åre",0647-166 00,63.3952991,13.0961731,23,2321,,23_SE2321000214-E023619,,,783,0.001277,239,https://www.1177.se/hitta-vard/kontaktkort/Are-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Åsele sjukstuga hälsocentral,Region,False,,,64.1608042,17.3600042,24,2463,,24_X0875,,,436,0.002289,136,,,,2026-08-26
,Öjebyn Roknäs vårdcentral,Region,False,,,65.3475874,21.4108308,25,2581,,25_X0876,,,1303,0.000767,771,,,,2026-08-26
SE162321000024-0027339,Öregrunds Vårdcentral,Region,False,"Rådhusgatan 6, Öregrund",0173-880 12,60.3400314,18.440177,03,0382,,03_SE162321000024-0027339,,,328,0.003046,103,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Oregrunds-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000230-E00398,Örnäsets vårdcentral,Region,False,"Storstigen 20, 974 32 Luleå",0920-718 75,65.582074,22.1984199,25,2580,,25_SE2321000230-E00398,,,3296,0.000303,472,https://www.1177.se/hitta-vard/kontaktkort/Ornasets-halsocentral/,,live_2026-07-21,2026-08-26
SE162321000024-0023226,Örsundsbro vårdcentral,Region,False,"Tulpanvägen 10, Örsundsbro",0171-41 73 80,59.7316559,17.3078507,03,0381,,03_SE162321000024-0023226,,,601,0.001662,419,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Orsundsbro-vardcentral-Orsundsbro/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Överkalix hälsocentral,Region,False,,,66.3383397,22.8470482,25,2513,,25_X0880,,,396,0.002524,129,,,,2026-08-26
,Övertorneå hälsocentral,Region,False,,,66.3890106,23.6531112,25,2518,,25_X0881,,,400,0.002496,175,,,,2026-08-26
SE162321000255-O17638,é,Region,False,"Mullbärsgatan 10, Påarp",042-406 08 88,56.0303115,12.8106254,12,1283,,12_SE162321000255-O17638,,,6533,0.000153,481,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Paarp/,,live_2026-07-21,2026-08-26
SE2321000016-GDVP,"Alla Barns BVC, Kungsholmen",Privat,False,"Arbetargatan 26, STOCKHOLM",08-502 379 10,59.3345923703115,18.0284127368065,01,0180,,01_SE2321000016-GDVP,2026,2026,,,1950,https://www.1177.se/hitta-vard/kontaktkort/Alla-Barns-BVC-Kungsholmen/,,live_2026-07-21,2026-08-26
SE2321000164-014QV,Barnavårdscentralen BVC Freya vårdcentral,Privat,False,"Järnvägsgatan 1, Frövi",0581-62 86 00,59.466908549551,15.3638797924688,18,1885,,18_SE2321000164-014QV,2026,2026,,,457,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Freya-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10FP,Barnavårdscentralen BVC Laxå vårdcentral,Region,False,"Gamla Tivägen, Laxå",0584-882 00,58.9805991758349,14.6399337294977,18,1860,,18_SE2321000164-10FP,2026,2026,582,0.001717,300,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Laxa-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10FW,Barnavårdscentralen BVC Lindesbergs vårdcentral,Region,False,"Banvägen24, 71131 Lindesberg",0581-851 00,59.5954280685212,15.2248675322289,18,1885,,18_SE2321000164-10FW,2026,2026,969,0.001032,546,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Lindesbergs-vardcentral/,,live_2026-07-21,2026-08-26
